Date;Calendrier Zone A;Calendrier Zone B;Calendrier Zone C;Nom de la période;timestamp_unix
1992-08-10;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;713404800
1992-08-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;714614400
1992-08-25;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;714700800
1992-09-10;Hors Vacances;Hors Vacances;Hors Vacances;;716083200
1992-09-30;Hors Vacances;Hors Vacances;Hors Vacances;;717811200
1992-10-17;Hors Vacances;Hors Vacances;Hors Vacances;;719280000
1992-12-07;Hors Vacances;Hors Vacances;Hors Vacances;;723686400
1992-12-22;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;724982400
1993-02-02;Hors Vacances;Hors Vacances;Hors Vacances;;728611200
1993-04-11;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;734486400
1993-04-22;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;735436800
1993-05-24;Hors Vacances;Hors Vacances;Hors Vacances;;738201600
1993-06-08;Hors Vacances;Hors Vacances;Hors Vacances;;739497600
1993-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;740448000
1993-07-04;Hors Vacances;Hors Vacances;Hors Vacances;;741744000
1993-08-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;746582400
1993-09-16;Hors Vacances;Hors Vacances;Hors Vacances;;748137600
1993-10-07;Hors Vacances;Hors Vacances;Hors Vacances;;749952000
1993-10-31;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;752025600
1993-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;754358400
1993-12-06;Hors Vacances;Hors Vacances;Hors Vacances;;755136000
1993-12-14;Hors Vacances;Hors Vacances;Hors Vacances;;755827200
1994-01-08;Hors Vacances;Hors Vacances;Hors Vacances;;757987200
1994-01-09;Hors Vacances;Hors Vacances;Hors Vacances;;758073600
1994-01-19;Hors Vacances;Hors Vacances;Hors Vacances;;758937600
1994-01-28;Hors Vacances;Hors Vacances;Hors Vacances;;759715200
1994-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;759974400
1994-02-08;Hors Vacances;Hors Vacances;Hors Vacances;;760665600
1994-02-27;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;762307200
1994-03-27;Hors Vacances;Hors Vacances;Hors Vacances;;764726400
1994-06-03;Hors Vacances;Hors Vacances;Hors Vacances;;770601600
1994-06-11;Hors Vacances;Hors Vacances;Hors Vacances;;771292800
1994-07-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;773625600
1994-07-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;773712000
1994-07-28;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;775353600
1994-08-28;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;778032000
1994-10-09;Hors Vacances;Hors Vacances;Hors Vacances;;781660800
1994-11-01;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;783648000
1994-11-18;Hors Vacances;Hors Vacances;Hors Vacances;;785116800
1994-11-21;Hors Vacances;Hors Vacances;Hors Vacances;;785376000
1994-12-26;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;788400000
1994-12-31;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;788832000
1995-01-27;Hors Vacances;Hors Vacances;Hors Vacances;;791164800
1995-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;791510400
1995-02-16;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;792892800
1995-03-16;Hors Vacances;Hors Vacances;Hors Vacances;;795312000
1995-03-31;Hors Vacances;Hors Vacances;Hors Vacances;;796608000
1995-05-13;Hors Vacances;Hors Vacances;Hors Vacances;;800323200
1995-06-16;Hors Vacances;Hors Vacances;Hors Vacances;;803260800
1995-09-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;810086400
1995-10-20;Hors Vacances;Hors Vacances;Hors Vacances;;814147200
1995-11-28;Hors Vacances;Hors Vacances;Hors Vacances;;817516800
1995-12-12;Hors Vacances;Hors Vacances;Hors Vacances;;818726400
1996-01-26;Hors Vacances;Hors Vacances;Hors Vacances;;822614400
1996-03-15;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;826848000
1996-04-04;Hors Vacances;Hors Vacances;Hors Vacances;;828576000
1996-06-11;Hors Vacances;Hors Vacances;Hors Vacances;;834451200
1996-07-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;836265600
1996-07-22;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;837993600
1996-08-05;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;839203200
1996-10-04;Hors Vacances;Hors Vacances;Hors Vacances;;844387200
1996-10-19;Hors Vacances;Hors Vacances;Hors Vacances;;845683200
1996-11-23;Hors Vacances;Hors Vacances;Hors Vacances;;848707200
1996-12-28;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;851731200
1997-01-10;Hors Vacances;Hors Vacances;Hors Vacances;;852854400
1997-01-14;Hors Vacances;Hors Vacances;Hors Vacances;;853200000
1997-01-24;Hors Vacances;Hors Vacances;Hors Vacances;;854064000
1997-02-11;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;855619200
1997-03-18;Hors Vacances;Hors Vacances;Hors Vacances;;858643200
1997-03-27;Hors Vacances;Hors Vacances;Hors Vacances;;859420800
1997-04-11;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;860716800
1997-05-19;Hors Vacances;Hors Vacances;Hors Vacances;;864000000
1997-06-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;867628800
1997-08-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;871257600
1997-08-20;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;872035200
1997-08-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;872985600
1997-10-14;Hors Vacances;Hors Vacances;Hors Vacances;;876787200
1997-10-25;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;877737600
1997-11-06;Hors Vacances;Hors Vacances;Hors Vacances;;878774400
1998-01-06;Hors Vacances;Hors Vacances;Hors Vacances;;884044800
1998-04-14;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;892512000
1998-04-30;Hors Vacances;Hors Vacances;Hors Vacances;;893894400
1998-05-10;Hors Vacances;Hors Vacances;Hors Vacances;;894758400
1998-05-25;Hors Vacances;Hors Vacances;Hors Vacances;;896054400
1998-06-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;899164800
1998-07-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;900979200
1998-08-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;902448000
1998-08-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;902966400
1998-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;903312000
1998-09-15;Hors Vacances;Hors Vacances;Hors Vacances;;905817600
1998-10-10;Hors Vacances;Hors Vacances;Hors Vacances;;907977600
1998-10-18;Hors Vacances;Hors Vacances;Hors Vacances;;908668800
1998-11-24;Hors Vacances;Hors Vacances;Hors Vacances;;911865600
1998-12-10;Hors Vacances;Hors Vacances;Hors Vacances;;913248000
1999-01-03;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;915321600
1999-01-07;Hors Vacances;Hors Vacances;Hors Vacances;;915667200
1999-04-10;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;923702400
1999-04-17;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;924307200
1999-04-28;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;925257600
1999-04-30;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;925430400
1999-06-15;Hors Vacances;Hors Vacances;Hors Vacances;;929404800
1999-06-28;Hors Vacances;Hors Vacances;Hors Vacances;;930528000
2017-06-09;Hors Vacances;Hors Vacances;Hors Vacances;;1496966400
2017-07-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1500595200
2017-11-03;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1509667200
2017-11-20;Hors Vacances;Hors Vacances;Hors Vacances;;1511136000
2017-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;1511740800
2017-12-09;Hors Vacances;Hors Vacances;Hors Vacances;;1512777600
2018-05-06;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1525564800
2018-05-07;Hors Vacances;Hors Vacances;Hors Vacances;;1525651200
2018-07-04;Hors Vacances;Hors Vacances;Hors Vacances;;1530662400
2018-07-12;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1531353600
2018-07-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1531699200
2018-07-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1532131200
2018-07-28;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1532736000
2018-11-29;Hors Vacances;Hors Vacances;Hors Vacances;;1543449600
2018-12-19;Hors Vacances;Hors Vacances;Hors Vacances;;1545177600
2019-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;1548720000
2019-02-12;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1549929600
2019-03-14;Hors Vacances;Hors Vacances;Hors Vacances;;1552521600
2019-03-26;Hors Vacances;Hors Vacances;Hors Vacances;;1553558400
2019-04-17;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1555459200
2019-04-24;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1556064000
2019-06-09;Hors Vacances;Hors Vacances;Hors Vacances;;1560038400
2019-06-10;Hors Vacances;Hors Vacances;Hors Vacances;;1560124800
2019-07-25;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1564012800
2019-08-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1565136000
2019-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1566000000
2019-08-23;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1566518400
2019-10-03;Hors Vacances;Hors Vacances;Hors Vacances;;1570060800
2019-10-10;Hors Vacances;Hors Vacances;Hors Vacances;;1570665600
2019-10-17;Hors Vacances;Hors Vacances;Hors Vacances;;1571270400
2019-11-03;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1572739200
2019-11-29;Hors Vacances;Hors Vacances;Hors Vacances;;1574985600
2019-12-09;Hors Vacances;Hors Vacances;Hors Vacances;;1575849600
2020-01-27;Hors Vacances;Hors Vacances;Hors Vacances;;1580083200
2020-03-11;Hors Vacances;Hors Vacances;Hors Vacances;;1583884800
2020-03-24;Hors Vacances;Hors Vacances;Hors Vacances;;1585008000
2020-05-16;Hors Vacances;Hors Vacances;Hors Vacances;;1589587200
2020-05-23;Pont de l'Ascension;Pont de l'Ascension;Pont de l'Ascension;Pont de l'Ascension;1590192000
2020-05-25;Hors Vacances;Hors Vacances;Hors Vacances;;1590364800
2020-06-14;Hors Vacances;Hors Vacances;Hors Vacances;;1592092800
2020-06-20;Hors Vacances;Hors Vacances;Hors Vacances;;1592611200
2020-08-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1598227200
2020-08-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1598745600
2020-11-05;Hors Vacances;Hors Vacances;Hors Vacances;;1604534400
2020-11-10;Hors Vacances;Hors Vacances;Hors Vacances;;1604966400
2020-12-02;Hors Vacances;Hors Vacances;Hors Vacances;;1606867200
2021-01-24;Hors Vacances;Hors Vacances;Hors Vacances;;1611446400
2021-04-20;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1618876800
2021-05-13;Pont de l'Ascension;Pont de l'Ascension;Pont de l'Ascension;Pont de l'Ascension;1620864000
2021-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;1624060800
2021-06-23;Hors Vacances;Hors Vacances;Hors Vacances;;1624406400
2021-06-24;Hors Vacances;Hors Vacances;Hors Vacances;;1624492800
2021-07-03;Hors Vacances;Hors Vacances;Hors Vacances;;1625270400
2021-08-04;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1628035200
2021-10-03;Hors Vacances;Hors Vacances;Hors Vacances;;1633219200
2021-12-24;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1640304000
2022-01-01;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1640995200
2022-02-02;Hors Vacances;Hors Vacances;Hors Vacances;;1643760000
2022-03-06;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1646524800
2022-03-16;Hors Vacances;Hors Vacances;Hors Vacances;;1647388800
2022-04-19;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1650326400
2022-06-01;Hors Vacances;Hors Vacances;Hors Vacances;;1654041600
2022-06-02;Hors Vacances;Hors Vacances;Hors Vacances;;1654128000
2022-07-20;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1658275200
2022-10-22;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1666396800
2022-11-05;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1667606400
2022-11-08;Hors Vacances;Hors Vacances;Hors Vacances;;1667865600
2023-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;1675123200
2023-02-03;Hors Vacances;Hors Vacances;Hors Vacances;;1675382400
2023-03-21;Hors Vacances;Hors Vacances;Hors Vacances;;1679356800
2023-03-26;Hors Vacances;Hors Vacances;Hors Vacances;;1679788800
2023-04-01;Hors Vacances;Hors Vacances;Hors Vacances;;1680307200
2023-04-28;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1682640000
2023-05-08;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;1683504000
2023-06-10;Hors Vacances;Hors Vacances;Hors Vacances;;1686355200
2023-07-04;Hors Vacances;Hors Vacances;Hors Vacances;;1688428800
2023-07-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1690588800
2023-09-09;Hors Vacances;Hors Vacances;Hors Vacances;;1694217600
2023-11-22;Hors Vacances;Hors Vacances;Hors Vacances;;1700611200
2023-11-29;Hors Vacances;Hors Vacances;Hors Vacances;;1701216000
2023-12-16;Hors Vacances;Hors Vacances;Hors Vacances;;1702684800
2024-01-19;Hors Vacances;Hors Vacances;Hors Vacances;;1705622400
2024-02-18;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1708214400
2024-02-23;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1708646400
2024-03-01;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1709251200
2024-05-01;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1714521600
2024-06-06;Hors Vacances;Hors Vacances;Hors Vacances;;1717632000
2024-06-09;Hors Vacances;Hors Vacances;Hors Vacances;;1717891200
2024-07-27;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1722038400
2024-08-06;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1722902400
2024-11-21;Hors Vacances;Hors Vacances;Hors Vacances;;1732147200
2024-11-28;Hors Vacances;Hors Vacances;Hors Vacances;;1732752000
2024-12-10;Hors Vacances;Hors Vacances;Hors Vacances;;1733788800
2025-01-19;Hors Vacances;Hors Vacances;Hors Vacances;;1737244800
2025-02-03;Hors Vacances;Hors Vacances;Hors Vacances;;1738540800
2025-02-20;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1740009600
2025-03-13;Hors Vacances;Hors Vacances;Hors Vacances;;1741824000
2025-03-17;Hors Vacances;Hors Vacances;Hors Vacances;;1742169600
2025-05-26;Hors Vacances;Hors Vacances;Hors Vacances;;1748217600
2025-06-01;Hors Vacances;Hors Vacances;Hors Vacances;;1748736000
2025-06-13;Hors Vacances;Hors Vacances;Hors Vacances;;1749772800
2025-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;1750291200
2025-07-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1753056000
2025-08-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1755043200
2025-08-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1755216000
2025-11-14;Hors Vacances;Hors Vacances;Hors Vacances;;1763078400
2025-12-16;Hors Vacances;Hors Vacances;Hors Vacances;;1765843200
2026-04-11;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1775865600
2026-06-03;Hors Vacances;Hors Vacances;Hors Vacances;;1780444800
2026-06-20;Hors Vacances;Hors Vacances;Hors Vacances;;1781913600
2026-08-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1787270400
2026-09-19;Hors Vacances;Hors Vacances;Hors Vacances;;1789776000
2026-10-24;Hors Vacances;Hors Vacances;Hors Vacances;;1792800000
2026-11-10;Hors Vacances;Hors Vacances;Hors Vacances;;1794268800
2026-11-19;Hors Vacances;Hors Vacances;Hors Vacances;;1795046400
2026-12-04;Hors Vacances;Hors Vacances;Hors Vacances;;1796342400
2000-12-15;Hors Vacances;Hors Vacances;Hors Vacances;;976838400
2000-12-19;Hors Vacances;Hors Vacances;Hors Vacances;;977184000
2001-01-21;Hors Vacances;Hors Vacances;Hors Vacances;;980035200
2001-02-14;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;982108800
2001-02-16;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;982281600
2001-05-06;Hors Vacances;Hors Vacances;Hors Vacances;;989107200
2001-05-10;Hors Vacances;Hors Vacances;Hors Vacances;;989452800
2001-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;992908800
2001-09-22;Hors Vacances;Hors Vacances;Hors Vacances;;1001116800
2001-09-29;Hors Vacances;Hors Vacances;Hors Vacances;;1001721600
2001-11-11;Hors Vacances;Hors Vacances;Hors Vacances;;1005436800
2001-11-19;Hors Vacances;Hors Vacances;Hors Vacances;;1006128000
2001-11-20;Hors Vacances;Hors Vacances;Hors Vacances;;1006214400
2001-12-05;Hors Vacances;Hors Vacances;Hors Vacances;;1007510400
2002-01-19;Hors Vacances;Hors Vacances;Hors Vacances;;1011398400
2002-01-30;Hors Vacances;Hors Vacances;Hors Vacances;;1012348800
2002-03-12;Hors Vacances;Hors Vacances;Hors Vacances;;1015891200
2002-05-31;Hors Vacances;Hors Vacances;Hors Vacances;;1022803200
2002-06-08;Hors Vacances;Hors Vacances;Hors Vacances;;1023494400
2002-07-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1026086400
2002-09-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1031011200
2002-10-02;Hors Vacances;Hors Vacances;Hors Vacances;;1033516800
2002-10-21;Hors Vacances;Hors Vacances;Hors Vacances;;1035158400
2002-12-15;Hors Vacances;Hors Vacances;Hors Vacances;;1039910400
2003-03-21;Hors Vacances;Hors Vacances;Hors Vacances;;1048204800
2003-04-17;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1050537600
2003-05-23;Hors Vacances;Hors Vacances;Hors Vacances;;1053648000
2003-06-04;Hors Vacances;Hors Vacances;Hors Vacances;;1054684800
2003-07-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1057708800
2003-09-06;Hors Vacances;Hors Vacances;Hors Vacances;;1062806400
2003-09-28;Hors Vacances;Hors Vacances;Hors Vacances;;1064707200
2003-11-14;Hors Vacances;Hors Vacances;Hors Vacances;;1068768000
2003-11-15;Hors Vacances;Hors Vacances;Hors Vacances;;1068854400
2003-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;1069891200
2003-11-30;Hors Vacances;Hors Vacances;Hors Vacances;;1070150400
2003-12-02;Hors Vacances;Hors Vacances;Hors Vacances;;1070323200
2003-12-06;Hors Vacances;Hors Vacances;Hors Vacances;;1070668800
2004-01-09;Hors Vacances;Hors Vacances;Hors Vacances;;1073606400
2004-02-15;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1076803200
2004-03-07;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1078617600
2004-04-11;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1081641600
2004-04-13;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1081814400
2004-05-09;Hors Vacances;Hors Vacances;Hors Vacances;;1084060800
2004-05-12;Hors Vacances;Hors Vacances;Hors Vacances;;1084320000
2004-07-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1088726400
2004-07-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1090368000
2004-08-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1092355200
2004-09-11;Hors Vacances;Hors Vacances;Hors Vacances;;1094860800
2004-11-24;Hors Vacances;Hors Vacances;Hors Vacances;;1101254400
2004-12-07;Hors Vacances;Hors Vacances;Hors Vacances;;1102377600
2005-01-11;Hors Vacances;Hors Vacances;Hors Vacances;;1105401600
2005-02-09;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1107907200
2005-03-07;Hors Vacances;Hors Vacances;Hors Vacances;;1110153600
2005-04-20;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1113955200
2005-07-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1121731200
2005-08-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1125360000
2005-10-04;Hors Vacances;Hors Vacances;Hors Vacances;;1128384000
2005-11-12;Hors Vacances;Hors Vacances;Hors Vacances;;1131753600
2005-11-15;Hors Vacances;Hors Vacances;Hors Vacances;;1132012800
2005-12-16;Hors Vacances;Hors Vacances;Hors Vacances;;1134691200
2005-12-18;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1134864000
2005-12-25;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1135468800
2005-12-27;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1135641600
2005-12-28;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1135728000
2006-01-18;Hors Vacances;Hors Vacances;Hors Vacances;;1137542400
2006-01-22;Hors Vacances;Hors Vacances;Hors Vacances;;1137888000
2006-02-27;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1140998400
2006-03-07;Hors Vacances;Hors Vacances;Hors Vacances;;1141689600
2006-04-20;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1145491200
2006-04-21;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1145577600
2006-05-19;Hors Vacances;Hors Vacances;Hors Vacances;;1147996800
2006-07-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1152921600
2006-09-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1157155200
2006-10-14;Hors Vacances;Hors Vacances;Hors Vacances;;1160784000
2006-10-18;Hors Vacances;Hors Vacances;Hors Vacances;;1161129600
2006-10-28;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1161993600
2007-02-12;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1171238400
2007-03-16;Hors Vacances;Hors Vacances;Hors Vacances;;1174003200
2007-05-27;Hors Vacances;Hors Vacances;Hors Vacances;;1180224000
2007-05-31;Hors Vacances;Hors Vacances;Hors Vacances;;1180569600
2007-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;1181174400
2007-09-05;Hors Vacances;Hors Vacances;Hors Vacances;;1188950400
2007-10-27;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1193443200
2007-12-28;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1198800000
2008-01-04;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1199404800
2008-01-08;Hors Vacances;Hors Vacances;Hors Vacances;;1199750400
2008-01-09;Hors Vacances;Hors Vacances;Hors Vacances;;1199836800
2008-03-11;Hors Vacances;Hors Vacances;Hors Vacances;;1205193600
2008-06-12;Hors Vacances;Hors Vacances;Hors Vacances;;1213228800
2008-06-20;Hors Vacances;Hors Vacances;Hors Vacances;;1213920000
2008-06-24;Hors Vacances;Hors Vacances;Hors Vacances;;1214265600
2008-07-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1216425600
2008-09-23;Hors Vacances;Hors Vacances;Hors Vacances;;1222128000
2008-11-30;Hors Vacances;Hors Vacances;Hors Vacances;;1228003200
2009-04-23;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1240444800
2009-04-30;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1241049600
2009-09-04;Hors Vacances;Hors Vacances;Hors Vacances;;1252022400
2009-10-02;Hors Vacances;Hors Vacances;Hors Vacances;;1254441600
2009-10-13;Hors Vacances;Hors Vacances;Hors Vacances;;1255392000
2009-10-15;Hors Vacances;Hors Vacances;Hors Vacances;;1255564800
2009-11-17;Hors Vacances;Hors Vacances;Hors Vacances;;1258416000
2010-02-17;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1266364800
2010-05-29;Hors Vacances;Hors Vacances;Hors Vacances;;1275091200
2010-06-10;Hors Vacances;Hors Vacances;Hors Vacances;;1276128000
2010-07-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1278460800
2010-08-05;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1280966400
2010-08-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1282780800
2010-09-10;Hors Vacances;Hors Vacances;Hors Vacances;;1284076800
2010-10-09;Hors Vacances;Hors Vacances;Hors Vacances;;1286582400
2010-10-29;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1288310400
2010-11-05;Hors Vacances;Hors Vacances;Hors Vacances;;1288915200
2010-11-13;Hors Vacances;Hors Vacances;Hors Vacances;;1289606400
2010-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;1290816000
2010-12-02;Hors Vacances;Hors Vacances;Hors Vacances;;1291248000
2011-01-26;Hors Vacances;Hors Vacances;Hors Vacances;;1296000000
2011-02-11;Hors Vacances;Hors Vacances;Hors Vacances;;1297382400
2011-04-30;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1304121600
2011-05-02;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1304294400
2011-06-02;Hors Vacances;Hors Vacances;Hors Vacances;;1306972800
2011-06-04;Hors Vacances;Hors Vacances;Hors Vacances;;1307145600
2011-06-06;Hors Vacances;Hors Vacances;Hors Vacances;;1307318400
2011-07-01;Hors Vacances;Hors Vacances;Hors Vacances;;1309478400
2011-07-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1309564800
2011-07-05;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1309824000
2011-07-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1312070400
2011-08-14;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1313280000
