Date;Calendrier Zone A;Calendrier Zone B;Calendrier Zone C;Nom de la période;timestamp_unix
1993-03-13;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;731980800
1993-04-23;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;735523200
1993-05-30;Hors Vacances;Hors Vacances;Hors Vacances;;738720000
1993-06-06;Hors Vacances;Hors Vacances;Hors Vacances;;739324800
1993-06-27;Hors Vacances;Hors Vacances;Hors Vacances;;741139200
1993-07-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;742780800
1993-07-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;743040000
1993-07-20;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;743126400
1993-08-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;745200000
1993-09-12;Hors Vacances;Hors Vacances;Hors Vacances;;747792000
1993-09-17;Hors Vacances;Hors Vacances;Hors Vacances;;748224000
1993-10-13;Hors Vacances;Hors Vacances;Hors Vacances;;750470400
1993-10-16;Hors Vacances;Hors Vacances;Hors Vacances;;750729600
1993-10-27;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;751680000
1993-12-29;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;757123200
1994-02-23;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;761961600
1994-03-03;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;762652800
1994-03-18;Hors Vacances;Hors Vacances;Hors Vacances;;763948800
1994-04-27;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;767404800
1994-05-28;Hors Vacances;Hors Vacances;Hors Vacances;;770083200
1994-05-31;Hors Vacances;Hors Vacances;Hors Vacances;;770342400
1994-06-08;Hors Vacances;Hors Vacances;Hors Vacances;;771033600
1994-06-25;Hors Vacances;Hors Vacances;Hors Vacances;;772502400
1994-10-21;Hors Vacances;Hors Vacances;Hors Vacances;;782697600
1995-01-14;Hors Vacances;Hors Vacances;Hors Vacances;;790041600
1995-05-08;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;799891200
1995-05-22;Hors Vacances;Hors Vacances;Hors Vacances;;801100800
1995-08-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;809222400
1995-09-05;Hors Vacances;Hors Vacances;Hors Vacances;;810259200
1995-09-14;Hors Vacances;Hors Vacances;Hors Vacances;;811036800
1995-09-24;Hors Vacances;Hors Vacances;Hors Vacances;;811900800
1995-10-21;Hors Vacances;Hors Vacances;Hors Vacances;;814233600
1995-11-11;Hors Vacances;Hors Vacances;Hors Vacances;;816048000
1996-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;822873600
1996-03-10;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;826416000
1996-03-21;Hors Vacances;Hors Vacances;Hors Vacances;;827366400
1996-03-23;Hors Vacances;Hors Vacances;Hors Vacances;;827539200
1996-05-06;Hors Vacances;Hors Vacances;Hors Vacances;;831340800
1996-06-08;Hors Vacances;Hors Vacances;Hors Vacances;;834192000
1996-06-16;Hors Vacances;Hors Vacances;Hors Vacances;;834883200
1996-06-26;Hors Vacances;Hors Vacances;Hors Vacances;;835747200
1996-07-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;838598400
1996-08-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;839721600
1996-08-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;841363200
1996-09-17;Hors Vacances;Hors Vacances;Hors Vacances;;842918400
1996-10-16;Hors Vacances;Hors Vacances;Hors Vacances;;845424000
1996-11-10;Hors Vacances;Hors Vacances;Hors Vacances;;847584000
1996-11-16;Hors Vacances;Hors Vacances;Hors Vacances;;848102400
1996-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;849052800
1997-04-15;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;861062400
1997-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;865641600
1997-06-15;Hors Vacances;Hors Vacances;Hors Vacances;;866332800
1997-06-27;Hors Vacances;Hors Vacances;Hors Vacances;;867369600
1997-08-23;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;872294400
1997-09-23;Hors Vacances;Hors Vacances;Hors Vacances;;874972800
1997-12-11;Hors Vacances;Hors Vacances;Hors Vacances;;881798400
1997-12-14;Hors Vacances;Hors Vacances;Hors Vacances;;882057600
1998-01-13;Hors Vacances;Hors Vacances;Hors Vacances;;884649600
1998-02-21;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;888019200
1998-03-05;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;889056000
1998-03-24;Hors Vacances;Hors Vacances;Hors Vacances;;890697600
1998-04-29;Hors Vacances;Hors Vacances;Hors Vacances;;893808000
1998-05-09;Hors Vacances;Hors Vacances;Hors Vacances;;894672000
1998-05-28;Hors Vacances;Hors Vacances;Hors Vacances;;896313600
1998-06-11;Hors Vacances;Hors Vacances;Hors Vacances;;897523200
1998-06-12;Hors Vacances;Hors Vacances;Hors Vacances;;897609600
1998-06-21;Hors Vacances;Hors Vacances;Hors Vacances;;898387200
1998-07-28;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;901584000
1998-09-23;Hors Vacances;Hors Vacances;Hors Vacances;;906508800
1998-09-27;Hors Vacances;Hors Vacances;Hors Vacances;;906854400
1998-10-02;Hors Vacances;Hors Vacances;Hors Vacances;;907286400
1998-10-25;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;909273600
1998-10-27;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;909446400
1998-12-19;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;914025600
1998-12-30;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;914976000
1999-01-15;Hors Vacances;Hors Vacances;Hors Vacances;;916358400
1999-02-20;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;919468800
1999-02-25;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;919900800
1999-03-03;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;920419200
1999-03-12;Hors Vacances;Hors Vacances;Hors Vacances;;921196800
1999-03-15;Hors Vacances;Hors Vacances;Hors Vacances;;921456000
1999-03-18;Hors Vacances;Hors Vacances;Hors Vacances;;921715200
1999-04-12;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;923875200
1999-05-24;Hors Vacances;Hors Vacances;Hors Vacances;;927504000
1999-07-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;931392000
2024-04-29;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1714348800
2024-05-13;Hors Vacances;Hors Vacances;Hors Vacances;;1715558400
2024-06-10;Hors Vacances;Hors Vacances;Hors Vacances;;1717977600
2024-06-15;Hors Vacances;Hors Vacances;Hors Vacances;;1718409600
2024-07-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1720828800
2024-07-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1721347200
2024-07-28;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1722124800
2024-08-01;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1722470400
2024-08-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1723075200
2024-08-10;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1723248000
2024-09-22;Hors Vacances;Hors Vacances;Hors Vacances;;1726963200
2024-10-06;Hors Vacances;Hors Vacances;Hors Vacances;;1728172800
2024-11-02;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1730505600
2024-11-09;Hors Vacances;Hors Vacances;Hors Vacances;;1731110400
2024-11-25;Hors Vacances;Hors Vacances;Hors Vacances;;1732492800
2025-04-08;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1744070400
2025-05-02;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1746144000
2025-05-17;Hors Vacances;Hors Vacances;Hors Vacances;;1747440000
2025-05-22;Hors Vacances;Hors Vacances;Hors Vacances;;1747872000
2025-07-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1753315200
2025-08-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1754179200
2025-08-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1754697600
2025-08-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1755302400
2025-09-12;Hors Vacances;Hors Vacances;Hors Vacances;;1757635200
2025-09-22;Hors Vacances;Hors Vacances;Hors Vacances;;1758499200
2025-10-22;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1761091200
2025-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;1764201600
2025-12-11;Hors Vacances;Hors Vacances;Hors Vacances;;1765411200
2025-12-12;Hors Vacances;Hors Vacances;Hors Vacances;;1765497600
2025-12-22;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1766361600
2026-02-09;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1770595200
2026-02-13;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1770940800
2026-04-04;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1775260800
2026-04-21;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1776729600
2026-04-24;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1776988800
2026-05-26;Hors Vacances;Hors Vacances;Hors Vacances;;1779753600
2026-06-04;Hors Vacances;Hors Vacances;Hors Vacances;;1780531200
2026-06-06;Hors Vacances;Hors Vacances;Hors Vacances;;1780704000
2026-06-17;Hors Vacances;Hors Vacances;Hors Vacances;;1781654400
2026-06-21;Hors Vacances;Hors Vacances;Hors Vacances;;1782000000
2026-07-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1783468800
2026-07-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1784419200
2026-08-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1785628800
2026-08-06;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1785974400
2026-10-23;Hors Vacances;Hors Vacances;Hors Vacances;;1792713600
2026-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;1795737600
1999-08-14;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;934588800
1999-08-22;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;935280000
1999-09-14;Hors Vacances;Hors Vacances;Hors Vacances;;937267200
1999-11-05;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;941760000
2000-01-01;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;946684800
2000-02-06;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;949795200
2000-03-08;Hors Vacances;Hors Vacances;Hors Vacances;;952473600
2000-03-15;Hors Vacances;Hors Vacances;Hors Vacances;;953078400
2000-04-27;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;956793600
2000-05-05;Hors Vacances;Hors Vacances;Hors Vacances;;957484800
2000-08-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;966384000
2000-09-15;Hors Vacances;Hors Vacances;Hors Vacances;;968976000
2000-09-18;Hors Vacances;Hors Vacances;Hors Vacances;;969235200
2000-10-05;Hors Vacances;Hors Vacances;Hors Vacances;;970704000
2000-10-10;Hors Vacances;Hors Vacances;Hors Vacances;;971136000
2000-12-01;Hors Vacances;Hors Vacances;Hors Vacances;;975628800
2000-12-21;Hors Vacances;Hors Vacances;Hors Vacances;;977356800
2001-03-25;Hors Vacances;Hors Vacances;Hors Vacances;;985478400
2001-05-02;Hors Vacances;Hors Vacances;Hors Vacances;;988761600
2001-05-13;Hors Vacances;Hors Vacances;Hors Vacances;;989712000
2001-06-12;Hors Vacances;Hors Vacances;Hors Vacances;;992304000
2001-06-27;Hors Vacances;Hors Vacances;Hors Vacances;;993600000
2001-07-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;995932800
2001-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;998006400
2001-09-12;Hors Vacances;Hors Vacances;Hors Vacances;;1000252800
2001-10-23;Hors Vacances;Hors Vacances;Hors Vacances;;1003795200
2001-12-06;Hors Vacances;Hors Vacances;Hors Vacances;;1007596800
2001-12-13;Hors Vacances;Hors Vacances;Hors Vacances;;1008201600
2001-12-29;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1009584000
2002-01-03;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1010016000
2002-02-12;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1013472000
2002-03-19;Hors Vacances;Hors Vacances;Hors Vacances;;1016496000
2002-05-24;Hors Vacances;Hors Vacances;Hors Vacances;;1022198400
2002-06-11;Hors Vacances;Hors Vacances;Hors Vacances;;1023753600
2002-07-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1028073600
2002-09-04;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1031097600
2002-10-20;Hors Vacances;Hors Vacances;Hors Vacances;;1035072000
2002-11-21;Hors Vacances;Hors Vacances;Hors Vacances;;1037836800
2002-12-22;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1040515200
2003-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;1043971200
2003-02-21;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1045785600
2003-03-28;Hors Vacances;Hors Vacances;Hors Vacances;;1048809600
2003-04-04;Hors Vacances;Hors Vacances;Hors Vacances;;1049414400
2003-05-02;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1051833600
2003-05-28;Hors Vacances;Hors Vacances;Hors Vacances;;1054080000
2003-06-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1056844800
2003-06-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1056931200
2003-08-05;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1060041600
2003-08-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1060387200
2003-08-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1061856000
2003-09-24;Hors Vacances;Hors Vacances;Hors Vacances;;1064361600
2003-09-29;Hors Vacances;Hors Vacances;Hors Vacances;;1064793600
2003-10-29;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1067385600
2003-11-20;Hors Vacances;Hors Vacances;Hors Vacances;;1069286400
2003-11-22;Hors Vacances;Hors Vacances;Hors Vacances;;1069459200
2003-12-16;Hors Vacances;Hors Vacances;Hors Vacances;;1071532800
2004-01-13;Hors Vacances;Hors Vacances;Hors Vacances;;1073952000
2004-02-01;Hors Vacances;Hors Vacances;Hors Vacances;;1075593600
2004-02-08;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1076198400
2004-02-09;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1076284800
2004-03-01;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1078099200
2004-04-29;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1083196800
2004-05-30;Hors Vacances;Hors Vacances;Hors Vacances;;1085875200
2004-06-06;Hors Vacances;Hors Vacances;Hors Vacances;;1086480000
2004-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;1087603200
2004-08-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1091836800
2004-08-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1092614400
2004-08-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1093046400
2004-10-05;Hors Vacances;Hors Vacances;Hors Vacances;;1096934400
2004-11-08;Hors Vacances;Hors Vacances;Hors Vacances;;1099872000
2004-11-09;Hors Vacances;Hors Vacances;Hors Vacances;;1099958400
2004-11-10;Hors Vacances;Hors Vacances;Hors Vacances;;1100044800
2004-12-05;Hors Vacances;Hors Vacances;Hors Vacances;;1102204800
2004-12-17;Hors Vacances;Hors Vacances;Hors Vacances;;1103241600
2004-12-25;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1103932800
2005-02-15;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1108425600
2005-02-27;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1109462400
2005-04-09;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1113004800
2005-05-04;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;1115164800
2005-06-05;Hors Vacances;Hors Vacances;Hors Vacances;;1117929600
2005-06-21;Hors Vacances;Hors Vacances;Hors Vacances;;1119312000
2005-07-27;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1122422400
2005-07-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1122768000
2005-08-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1123459200
2005-09-26;Hors Vacances;Hors Vacances;Hors Vacances;;1127692800
2005-12-06;Hors Vacances;Hors Vacances;Hors Vacances;;1133827200
2005-12-12;Hors Vacances;Hors Vacances;Hors Vacances;;1134345600
2006-02-13;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1139788800
2006-02-20;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1140393600
2006-03-03;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1141344000
2006-03-04;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1141430400
2006-03-22;Hors Vacances;Hors Vacances;Hors Vacances;;1142985600
2006-04-22;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;1145664000
2006-05-02;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1146528000
2006-05-05;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1146787200
2006-05-15;Hors Vacances;Hors Vacances;Hors Vacances;;1147651200
2006-05-29;Hors Vacances;Hors Vacances;Hors Vacances;;1148860800
2006-06-05;Hors Vacances;Hors Vacances;Hors Vacances;;1149465600
2006-06-22;Hors Vacances;Hors Vacances;Hors Vacances;;1150934400
2006-07-10;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1152489600
2006-07-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1153008000
2006-08-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1154563200
2006-08-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1155600000
2006-08-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1156982400
2006-09-10;Hors Vacances;Hors Vacances;Hors Vacances;;1157846400
2006-10-16;Hors Vacances;Hors Vacances;Hors Vacances;;1160956800
2006-11-06;Hors Vacances;Hors Vacances;Hors Vacances;;1162771200
2006-11-22;Hors Vacances;Hors Vacances;Hors Vacances;;1164153600
2006-11-28;Hors Vacances;Hors Vacances;Hors Vacances;;1164672000
2007-01-21;Hors Vacances;Hors Vacances;Hors Vacances;;1169337600
2007-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;1170201600
2007-02-02;Hors Vacances;Hors Vacances;Hors Vacances;;1170374400
