destination_name,departure_status,real_arrival,real_departure,ArRTown,temperature_2m,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m,visibility,is_day,Date,day_of_week,day_type,is_bank_holiday,is_holiday,saturday,sunday,is_weekend,is_weekend_or_bank_holiday,pourc_validations
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 06:31:38,2024-11-03 06:31:38,Paris 9e,9.7,0.0,0.0,0.0,8.89,18.36,17740.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Nation,onTime,2024-11-03 06:35:38,2024-11-03 06:35:38,Paris 9e,9.7,0.0,0.0,0.0,8.89,18.36,17740.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 06:35:38,2024-11-03 06:35:38,Paris 9e,9.7,0.0,0.0,0.0,8.89,18.36,17740.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 06:41:28,2024-11-03 06:41:28,Paris 9e,9.6,0.0,0.0,0.0,8.89,19.08,16060.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Nation,onTime,2024-11-03 06:44:38,2024-11-03 06:44:38,Paris 9e,9.6,0.0,0.0,0.0,8.89,19.08,16060.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 06:47:58,2024-11-03 06:47:58,Paris 9e,9.6,0.0,0.0,0.0,8.89,19.08,16060.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Nation,onTime,2024-11-03 06:52:28,2024-11-03 06:52:28,Paris 9e,9.6,0.0,0.0,0.0,8.89,19.08,16060.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 07:33:17,2024-11-03 07:33:17,Paris 9e,9.7,0.0,0.0,0.0,7.34,18.72,15520.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Nation,onTime,2024-11-03 07:34:21,2024-11-03 07:34:21,Paris 9e,9.7,0.0,0.0,0.0,7.34,18.72,15520.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 07:38:11,2024-11-03 07:38:11,Paris 9e,9.8,0.0,0.0,0.0,6.49,18.0,16100.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Nation,onTime,2024-11-03 07:39:56,2024-11-03 07:39:56,Paris 9e,9.8,0.0,0.0,0.0,6.49,18.0,16100.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 07:43:01,2024-11-03 07:43:01,Paris 9e,9.8,0.0,0.0,0.0,6.49,18.0,16100.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Nation,onTime,2024-11-03 07:47:09,2024-11-03 07:47:09,Paris 9e,9.8,0.0,0.0,0.0,6.49,18.0,16100.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 07:47:41,2024-11-03 07:47:41,Paris 9e,9.8,0.0,0.0,0.0,6.49,18.0,16100.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Nation,onTime,2024-11-03 07:54:09,2024-11-03 07:54:09,Paris 9e,9.85,0.0,0.0,0.0,6.49,17.28,16680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.3
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 08:29:25,2024-11-03 08:29:25,Paris 9e,9.85,0.0,0.0,0.0,7.93,17.64,18540.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Nation,onTime,2024-11-03 08:30:24,2024-11-03 08:30:24,Paris 9e,9.85,0.0,0.0,0.0,7.93,17.64,18540.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 08:34:33,2024-11-03 08:34:33,Paris 9e,9.85,0.0,0.0,0.0,7.93,17.64,18540.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Nation,onTime,2024-11-03 08:36:33,2024-11-03 08:36:33,Paris 9e,9.85,0.0,0.0,0.0,7.93,17.64,18540.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 08:41:33,2024-11-03 08:41:33,Paris 9e,9.8,0.0,0.0,0.0,9.03,17.64,19460.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Nation,onTime,2024-11-03 08:42:23,2024-11-03 08:42:23,Paris 9e,9.8,0.0,0.0,0.0,9.03,17.64,19460.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Nation,onTime,2024-11-03 08:46:27,2024-11-03 08:46:27,Paris 9e,9.8,0.0,0.0,0.0,9.03,17.64,19460.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 08:46:56,2024-11-03 08:46:56,Paris 9e,9.8,0.0,0.0,0.0,9.03,17.64,19460.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.66
Nation,onTime,2024-11-03 09:33:05,2024-11-03 09:33:05,Paris 9e,10.05,0.0,0.0,0.0,10.04,18.72,21840.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 09:34:35,2024-11-03 09:34:35,Paris 9e,10.05,0.0,0.0,0.0,10.04,18.72,21840.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 09:38:35,2024-11-03 09:38:35,Paris 9e,10.2,0.0,0.0,0.0,9.79,19.44,22560.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Nation,onTime,2024-11-03 09:39:08,2024-11-03 09:39:08,Paris 9e,10.2,0.0,0.0,0.0,9.79,19.44,22560.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Nation,onTime,2024-11-03 09:43:50,2024-11-03 09:43:50,Paris 9e,10.2,0.0,0.0,0.0,9.79,19.44,22560.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 09:43:55,2024-11-03 09:43:55,Paris 9e,10.2,0.0,0.0,0.0,9.79,19.44,22560.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 09:49:20,2024-11-03 09:49:20,Paris 9e,10.2,0.0,0.0,0.0,9.79,19.44,22560.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Nation,onTime,2024-11-03 09:50:22,2024-11-03 09:50:22,Paris 9e,10.2,0.0,0.0,0.0,9.79,19.44,22560.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.31
Nation,onTime,2024-11-03 10:29:49,2024-11-03 10:29:49,Paris 9e,10.6,0.0,0.0,0.0,9.5,19.8,25420.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 10:34:37,2024-11-03 10:34:37,Paris 9e,10.6,0.0,0.0,0.0,9.5,19.8,25420.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Nation,onTime,2024-11-03 10:35:29,2024-11-03 10:35:29,Paris 9e,10.6,0.0,0.0,0.0,9.5,19.8,25420.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 10:39:58,2024-11-03 10:39:58,Paris 9e,10.75,0.0,0.0,0.0,9.34,19.44,26480.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Nation,onTime,2024-11-03 10:41:27,2024-11-03 10:41:27,Paris 9e,10.75,0.0,0.0,0.0,9.34,19.44,26480.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 10:46:17,2024-11-03 10:46:17,Paris 9e,10.75,0.0,0.0,0.0,9.34,19.44,26480.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Nation,onTime,2024-11-03 10:46:40,2024-11-03 10:46:40,Paris 9e,10.75,0.0,0.0,0.0,9.34,19.44,26480.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 10:49:58,2024-11-03 10:49:58,Paris 9e,10.75,0.0,0.0,0.0,9.34,19.44,26480.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.55
Nation,onTime,2024-11-03 11:29:50,2024-11-03 11:29:50,Paris 9e,10.95,0.0,0.0,0.0,8.71,19.44,24680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 11:30:59,2024-11-03 11:30:59,Paris 9e,10.95,0.0,0.0,0.0,8.71,19.44,24680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
Nation,onTime,2024-11-03 11:36:12,2024-11-03 11:36:12,Paris 9e,10.95,0.0,0.0,0.0,8.71,19.44,24680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 11:37:30,2024-11-03 11:37:30,Paris 9e,10.95,0.0,0.0,0.0,8.71,19.44,24680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
Nation,onTime,2024-11-03 11:41:10,2024-11-03 11:41:10,Paris 9e,10.95,0.0,0.0,0.0,8.4,19.08,23240.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 11:42:00,2024-11-03 11:42:00,Paris 9e,10.95,0.0,0.0,0.0,8.4,19.08,23240.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
